rho_443_a,rho_492_a,rho_560_a,rho_665_a,rho_704_a,rho_740_a,rho_783_a,rho_865_a,CHL
0.0371305,0.036199674,0.02880685,0.015073453,0.0134479245,0.0105634965,0.008090969,0.004832876,0.9707522
0.038317733,0.046215445,0.05457632,0.02612058,0.020115875,0.012540835,0.012719264,0.01044993,5.7425027
0.02722464,0.027031993,0.033536773,0.017027583,0.018049458,0.017356576,0.018450173,0.017337931,4.3166203
0.03870317,0.034232985,0.04526842,0.024395343,0.024180673,0.011858502,0.011367117,0.0069996947,28.168028
0.048818227,0.052928347,0.049757052,0.020623932,0.015590462,0.010620191,0.008261444,0.006620959,2.5814412
0.019755425,0.022663228,0.021788394,0.014113597,0.013297995,0.013175141,0.0128712375,0.011627271,2.4410708
0.026137233,0.024461206,0.02351792,0.008620666,0.0069632637,0.0046357475,0.00524091,0.004101004,2.1398718
0.03852831,0.041442446,0.039264604,0.018440425,0.015318942,0.013180203,0.014284459,0.011993725,2.164474
0.044279087,0.04234222,0.031538244,0.013090653,0.010817949,0.0103303995,0.0098649375,0.008465059,0.9652041
0.018891772,0.020901669,0.020899897,0.013539189,0.012152285,0.012589285,0.012540856,0.013010061,2.2138765
0.027336983,0.03957981,0.042691033,0.020734558,0.018103957,0.015168505,0.015462646,0.013934356,2.741988
0.02327381,0.02488168,0.024744134,0.017180925,0.016670046,0.01695073,0.016644664,0.01650075,1.1624144
0.014658218,0.01824477,0.02491416,0.010421928,0.009103985,0.008163092,0.0073760487,0.0068006977,5.8398104
0.016193723,0.01884174,0.01811684,0.012211604,0.011284294,0.011042464,0.010252907,0.009798659,3.7687573
0.03458772,0.03174082,0.02331676,0.008679403,0.0060492065,0.0049051335,0.0029037476,0.00032178336,1.0388894
0.03020303,0.02466841,0.01708448,0.009231583,0.007955241,0.0077716582,0.0077803875,0.006203167,0.88521063
0.04551801,0.052190628,0.052859515,0.0217611,0.016142933,0.011036903,0.010307794,0.008997615,2.4317563
0.030176096,0.026757779,0.019587006,0.009027073,0.007648121,0.0066330675,0.006036,0.0044124406,1.2275112
0.040491425,0.03840029,0.040646117,0.027790291,0.027325839,0.026785653,0.02749817,0.026578696,1.8821839
0.024046404,0.021945484,0.01781339,0.00841155,0.0065678908,0.005180002,0.003761485,0.0012998756,2.8013692
0.041570053,0.055772875,0.07405342,0.0412717,0.031947806,0.013092491,0.01274848,0.008357881,6.5693927
0.04807256,0.053049378,0.052799642,0.022393312,0.017602803,0.0110069625,0.008808824,0.008168981,2.3963678
0.05217714,0.070617296,0.09391796,0.06459797,0.05587,0.022859797,0.02257071,0.0148386415,6.330099
0.03531121,0.045872983,0.065598026,0.033204585,0.026270071,0.008753161,0.007985261,0.0021609298,7.1105165
0.023026297,0.028377546,0.02938492,0.0101887705,0.009038332,0.007219001,0.0067334143,0.0067759575,2.3021803
0.051174834,0.06018723,0.06360369,0.022530397,0.016744686,0.008131812,0.0069034193,0.0056934357,1.9507322
0.031311173,0.027698623,0.021194315,0.011180516,0.010042708,0.009246071,0.008710037,0.0074652988,1.0911154
0.027577695,0.038652934,0.04564891,0.018239403,0.014657226,0.00895163,0.009396164,0.007619111,3.2128825
0.06148513,0.060099255,0.051363688,0.023301948,0.019467987,0.01601389,0.0148082785,0.011538202,1.2015971
0.027893187,0.028879756,0.026763054,0.013325416,0.010186902,0.009318514,0.009512672,0.00937637,1.8333097
0.03442847,0.031554613,0.027225701,0.012419006,0.010390841,0.00779513,0.0062473086,0.0041024596,1.8455601
0.026837097,0.03737345,0.042274535,0.020941265,0.018198404,0.0170704,0.016215108,0.0152085535,4.640888
0.022583839,0.019715391,0.014257053,0.005868396,0.0056167487,0.0050079664,0.00474448,0.004185207,0.9937958
0.032790404,0.027618513,0.019725425,0.010031247,0.008385283,0.0074674427,0.008402446,0.007242283,0.9732161
0.017195193,0.021416105,0.026085887,0.010801063,0.009827642,0.008316868,0.007963257,0.006193828,6.127399
0.043694153,0.04073388,0.041153643,0.03385527,0.032575294,0.031685207,0.031029958,0.031004071,1.661165
0.02033787,0.02082243,0.025777275,0.01722246,0.01729551,0.017025648,0.01737026,0.017760431,4.066493
0.039148662,0.03795045,0.041020222,0.031980734,0.032613378,0.033108927,0.033817608,0.03340256,2.4948564
0.03880287,0.041863028,0.05398514,0.030459555,0.02700259,0.011341792,0.010166425,0.0044935145,21.218225
0.018266203,0.023285232,0.022681318,0.012023735,0.010411226,0.009831757,0.010305116,0.009635562,1.819776
0.028317314,0.022463862,0.016813066,0.008706694,0.007163886,0.005305688,0.0034741394,0.0022600568,3.4830434
0.025269335,0.03548474,0.043804,0.017587593,0.013878466,0.00829401,0.007864635,0.0071259867,4.3947625
0.027136026,0.02251547,0.01803494,0.010142129,0.008171429,0.006801617,0.0050931955,0.0022356736,3.2669704
0.04898803,0.05098141,0.044947807,0.018963506,0.015493555,0.012646423,0.013445623,0.012065436,1.336776
0.033666395,0.035199225,0.04247759,0.025808167,0.024310602,0.023432164,0.023325553,0.022545692,5.376536
0.03641735,0.02873257,0.025739184,0.014086553,0.011846271,0.008936796,0.007862444,0.0056065717,4.1027203
0.03181521,0.025591409,0.021951273,0.011168922,0.009198749,0.0072489576,0.0061360653,0.0035020143,3.662234
0.0418616,0.04756239,0.046275914,0.016431307,0.011815313,0.008888429,0.005435815,0.00460852,1.4960275
0.030567903,0.031367302,0.031604644,0.0204394,0.018604545,0.017708763,0.01739712,0.018665923,2.563452
0.038161736,0.03587032,0.036255572,0.02308984,0.022007776,0.020441497,0.02149413,0.022504883,2.672433
0.034916967,0.0390994,0.03781312,0.014954527,0.012336112,0.010118907,0.010153001,0.0075556925,2.090492
0.03102171,0.023769826,0.020780416,0.010902587,0.008700819,0.006294573,0.0058751004,0.0035663717,3.9599123
0.026891759,0.026798176,0.021449048,0.007412959,0.006023262,0.0052342243,0.0057781,0.0049648844,1.2332355
0.039502,0.039706096,0.031400196,0.012533511,0.010589417,0.00917408,0.009682034,0.00711498,1.0850251
0.01785266,0.019085292,0.021488842,0.007828643,0.00610221,0.0063465345,0.0049647023,0.00404586,3.645213
0.018265061,0.02277198,0.021280574,0.011664258,0.011540395,0.010496506,0.010620931,0.009730008,1.9320227
0.04276613,0.038955867,0.029285489,0.018887395,0.015813472,0.014985995,0.016400471,0.013868413,1.498822
0.02110041,0.023228513,0.024085682,0.017408568,0.016109662,0.016769633,0.016349943,0.01580077,1.6015809
0.04403427,0.0516047,0.04973905,0.020265792,0.014978278,0.009529939,0.008809975,0.009155735,1.5246421
0.029319927,0.028502567,0.025661763,0.011674658,0.010093216,0.009280487,0.009782237,0.010004297,1.7879649
0.020757882,0.021208214,0.02752464,0.016528316,0.015940873,0.015374765,0.016321598,0.015890824,5.511081
0.028707797,0.030577274,0.028375534,0.011391911,0.009485882,0.008116735,0.007568788,0.0074734692,1.6040245
0.043293077,0.051918637,0.051640008,0.031091606,0.029170023,0.027270976,0.02672422,0.02599614,2.678695
0.046143856,0.048684437,0.044899616,0.015429755,0.01177563,0.0070456835,0.006957818,0.0052071856,1.4000672
0.058881197,0.058480415,0.050302614,0.02200221,0.017954296,0.013497108,0.013161001,0.009613359,1.2953334
0.04503979,0.043779332,0.04359257,0.0311109,0.03082004,0.030688923,0.030329037,0.029748144,2.2529118
0.049302958,0.04885969,0.04437157,0.014644424,0.012063372,0.009739445,0.008756496,0.006962768,1.7817495
0.05587007,0.0570172,0.051518828,0.015165123,0.01197881,0.006714556,0.0039819567,0.003464017,1.7934066
0.047151156,0.04469354,0.044345234,0.033087112,0.031966597,0.032403763,0.03283231,0.03239291,1.9871726
0.028187916,0.024481904,0.018266672,0.007905933,0.007256583,0.005965107,0.006121758,0.0057366774,0.93471575
0.025772694,0.021173744,0.017081497,0.009090393,0.0068741804,0.0051498213,0.0033338382,0.0012681196,3.3743966
0.04002131,0.048965752,0.06852453,0.045916565,0.045388326,0.020311115,0.018979093,0.010560245,16.95273
0.017281098,0.021306809,0.019392049,0.010502649,0.008560451,0.008329389,0.008418957,0.0074593243,2.0538487
0.018835973,0.020402005,0.022412112,0.008213018,0.0075429156,0.0069609536,0.0061145094,0.005720866,2.8996713
0.01680176,0.020017916,0.016737117,0.009944394,0.008943156,0.008407502,0.008374618,0.007754305,2.436373
0.022944681,0.022429,0.031024477,0.012373918,0.0090728365,0.00449139,0.004808215,0.0010360584,8.327753
0.03145887,0.029185971,0.02211356,0.0068185516,0.0062455656,0.0040785144,0.0042192494,0.0027362471,1.1851563
0.023729237,0.02989233,0.031008424,0.022930114,0.021560078,0.022134366,0.021542752,0.021521792,2.0653903
0.022800857,0.021520993,0.015712662,0.0075203506,0.0062767966,0.005650087,0.0056858445,0.0060770595,1.1369438
0.047309555,0.054488912,0.074659504,0.053527236,0.048527397,0.020844556,0.021088734,0.013439121,13.740487
0.034396436,0.037506334,0.037373442,0.014060957,0.01202842,0.010873726,0.010382396,0.009845823,1.6995344
0.04350327,0.05387001,0.05195784,0.017667681,0.01140501,0.0062122773,0.004626277,0.0036560888,1.6374902
0.020322973,0.020931166,0.02242681,0.006522955,0.0052809278,0.0046091336,0.0036577685,0.0027828955,2.7459612
0.07280374,0.053794365,0.049219206,0.038779274,0.038593087,0.04101831,0.041926224,0.043400604,0.9946864
0.044509515,0.055359922,0.054691803,0.020007882,0.015118134,0.010338032,0.008354545,0.0064937472,2.007
0.04595661,0.0521012,0.05289403,0.021431142,0.016467834,0.012984217,0.011422119,0.008475646,2.5176528
0.029000174,0.037357505,0.04179242,0.011637285,0.008685903,0.0035252827,0.0039269514,0.0024193178,2.1747344
0.060626708,0.07675284,0.09695111,0.07593396,0.06455641,0.026476819,0.023709755,0.013772769,6.675769
0.036041316,0.0327198,0.03501681,0.026488572,0.027666183,0.028376585,0.029259337,0.029921982,2.4262774
0.04280165,0.056373373,0.0750667,0.041813914,0.033215348,0.0138607,0.013590588,0.009403466,6.923685
0.0602758,0.06353397,0.05592753,0.022621972,0.018133545,0.013746753,0.012727414,0.010309402,1.7545624
0.01826398,0.020524077,0.018909307,0.014621819,0.013346765,0.014247197,0.013916641,0.013623107,1.6369662
0.024666244,0.024725165,0.02719035,0.0125049725,0.01049338,0.0050378502,0.0042635277,0.0019044356,6.2457094
0.04261649,0.05076368,0.046383064,0.014340221,0.009007595,0.00308497,0.003281349,0.0010138066,1.3635311
0.035534073,0.050082393,0.067007214,0.03292982,0.025690176,0.010852922,0.010752769,0.008431279,4.0162725
0.033479467,0.02542607,0.022335824,0.012373865,0.010266659,0.008640566,0.0077840053,0.004448514,4.5912805
0.016920008,0.020595964,0.020494683,0.012644478,0.011703244,0.010647993,0.011302903,0.010070806,2.4753308
0.040871363,0.049239013,0.06554954,0.037620362,0.03116627,0.014103686,0.013176068,0.0070749754,8.655125
0.020929692,0.023548508,0.029082673,0.01283673,0.010920633,0.009864697,0.008898552,0.007982539,4.4428997
0.04603238,0.05281997,0.053661317,0.02270128,0.017053857,0.01217782,0.0103174765,0.0088944435,2.4079576
0.036885824,0.043435257,0.060342293,0.028070902,0.021904273,0.008521258,0.008337577,0.0034955868,4.293917
0.026306396,0.023571465,0.028722607,0.012897322,0.010306881,0.0049197297,0.0045837006,0.001380107,2.920493
0.035984628,0.044618495,0.0576833,0.03365975,0.027900973,0.011394403,0.010965109,0.004458056,10.324559
0.040234715,0.048465263,0.042525895,0.011337223,0.0067818523,0.0036439283,0.0034356215,0.0015993478,1.4885176
0.031139055,0.026758198,0.01859989,0.010352176,0.00858695,0.00754832,0.008138469,0.0074320496,0.90052813
0.037377235,0.0437643,0.041845668,0.014181475,0.010704444,0.0060127573,0.004912988,0.0047824397,2.3034728
0.033374004,0.034779675,0.028409317,0.008443474,0.0065065674,0.0049387864,0.0046806587,0.0033931208,1.3643997
0.05873961,0.059782583,0.054972272,0.016413134,0.01238233,0.007629118,0.0070255245,0.0039200974,1.8328509
0.02697874,0.024467962,0.017419126,0.007503158,0.0061068637,0.006409805,0.006308717,0.00524245,0.9385826
0.030240016,0.034087084,0.031666685,0.012994937,0.010336124,0.0092009185,0.00986011,0.009570819,1.5213313
0.030967847,0.02700563,0.02003143,0.009170779,0.00819667,0.006839884,0.00681182,0.0060857506,1.4560275
0.039487325,0.027528496,0.023448162,0.013167221,0.011513749,0.009867431,0.0087532615,0.006471546,2.2971108
0.026982836,0.023757191,0.019738847,0.01130111,0.008964089,0.0078122052,0.0057260212,0.0036096042,3.4732482
0.03491514,0.045897357,0.06552531,0.042077374,0.038088422,0.014670217,0.0134245455,0.006277968,9.911035
0.016876731,0.018801525,0.019147769,0.014248334,0.011599698,0.011940094,0.011470761,0.011647279,1.5832863
0.020313036,0.019920764,0.02592655,0.013318079,0.01230958,0.012128353,0.013294246,0.012818107,5.9649863
0.042143878,0.046668362,0.061495923,0.039426465,0.034704816,0.015008449,0.013008284,0.0062892833,20.171879
0.051922265,0.046545647,0.038490534,0.017875338,0.015012831,0.012290733,0.011432217,0.008018386,1.2879889
0.018887138,0.025703328,0.024986597,0.012294859,0.01101502,0.0100786295,0.009565783,0.008369159,2.2976606
0.025253683,0.03134004,0.031881846,0.008458924,0.005886078,0.0031585912,0.0031294913,0.0029817552,2.0017292
0.036431383,0.029846104,0.027882818,0.015143365,0.01324294,0.009634061,0.009095013,0.0060651153,4.896156
0.03162423,0.029098053,0.028236488,0.014896753,0.012891947,0.011740997,0.010519957,0.01035673,2.156754
0.034979563,0.028733883,0.023946706,0.012778739,0.010796206,0.00825714,0.008211257,0.004893799,3.5519373
0.015849434,0.015729992,0.020446016,0.0057498184,0.0059149885,0.0029727945,0.0030150746,0.0035445364,5.4660597
0.043440122,0.047723178,0.04016234,0.015198043,0.011557112,0.008888011,0.007965106,0.007552445,1.5892652
0.034504622,0.03305199,0.028570876,0.01232152,0.010409193,0.007812291,0.006151679,0.0043338696,1.8786135
0.0462045,0.049724452,0.046547458,0.015827892,0.012147072,0.0066260016,0.006438749,0.0051444503,2.7603068
0.020238323,0.020747941,0.020979406,0.014875563,0.014954791,0.015358954,0.014670919,0.01509709,2.575476
0.03583742,0.038021326,0.053168103,0.029209884,0.02741608,0.009637853,0.008757619,0.0028960672,19.228283
0.025511572,0.0216647,0.0185856,0.009283612,0.007037862,0.005653142,0.0034782926,0.0024911694,2.9490137
0.04031229,0.051679846,0.070203476,0.037047718,0.029788878,0.013190398,0.013880752,0.010051869,6.485272
0.028994605,0.026631534,0.025291668,0.013376951,0.012392213,0.011520414,0.012864084,0.011638636,1.8535377
0.033862345,0.03393533,0.027754178,0.009553607,0.007340273,0.0054967403,0.004854896,0.0034087694,1.2694008
0.033888813,0.029424623,0.021993719,0.008612066,0.0067109936,0.0041370285,0.0034190628,0.0006101887,0.8308214
0.037592784,0.038124297,0.050635446,0.027389022,0.02561526,0.011580519,0.010118154,0.005783532,19.13443
0.025813201,0.02247569,0.018598307,0.009534491,0.007641511,0.0060156565,0.004498942,0.0019536247,2.9490137
0.05405409,0.059137773,0.055594984,0.022260016,0.017639903,0.012114686,0.009644692,0.007349565,1.3428751
0.021580774,0.02634716,0.025443127,0.017826488,0.017194279,0.016454361,0.01671255,0.016139595,1.3209164
0.038909994,0.047547515,0.062122513,0.038551588,0.033399712,0.0131661445,0.01150836,0.005138213,10.39247
0.051406458,0.04652013,0.05571813,0.037159972,0.036224972,0.027294267,0.02605702,0.02213348,27.4
0.05289294,0.05502615,0.048757147,0.021190599,0.01610793,0.012522326,0.0109933335,0.009366231,1.9897616
0.02698508,0.026803859,0.03829355,0.015403738,0.011492868,0.0061922274,0.0063160947,0.0021832916,2.246895
0.04307234,0.04697374,0.04765589,0.014943963,0.011905477,0.006521345,0.0048849494,0.0037839971,2.3188992
0.041389458,0.04241403,0.040263683,0.026573952,0.0253559,0.024259076,0.02355032,0.022685828,1.9548812
0.029892256,0.040977832,0.050180633,0.020307474,0.015628275,0.009428063,0.010192474,0.0084128715,4.2582903
0.03862298,0.037663277,0.039569825,0.030844938,0.031284016,0.031231815,0.031498894,0.030764585,2.594319
0.037440404,0.037316147,0.029699888,0.010792501,0.008459502,0.00672799,0.0063526877,0.005977793,1.1747226
0.025602743,0.037436794,0.041661877,0.020699056,0.016813932,0.014336688,0.014439498,0.013996756,6.1635046
0.044844054,0.06150641,0.08168516,0.0629843,0.052514423,0.022650028,0.019124245,0.012608538,5.0680113
0.041404676,0.044635065,0.045625795,0.0149229355,0.011154987,0.008072896,0.005411917,0.004602081,2.3390188
0.022786293,0.02863603,0.026334513,0.017689062,0.016131088,0.016281918,0.015886473,0.015427352,2.2585235
0.029188912,0.039184622,0.046802275,0.017885882,0.01417558,0.008113742,0.008257397,0.00781044,2.6110315
0.045223936,0.04714256,0.05904246,0.035735875,0.03317059,0.015360668,0.0132879075,0.0071339714,17.98003
0.032640193,0.04859613,0.070205115,0.038932882,0.031687237,0.009774533,0.007828142,0.0025332277,10.918957
0.038555462,0.037296955,0.05205461,0.029408582,0.031818442,0.014739898,0.013383609,0.007471688,30.790503
0.037019864,0.041852195,0.03836999,0.013355728,0.00842786,0.003398872,0.0040432033,0.0028344884,2.8557758
0.030086426,0.02156054,0.014315558,0.0059971856,0.0045949086,0.0045473664,0.0050406936,0.0037807114,1.4989537
0.024474876,0.033177305,0.03728168,0.012007137,0.008816054,0.004976124,0.005301688,0.005310924,2.2442043
0.05686701,0.06010777,0.06912372,0.043422088,0.03751996,0.01923113,0.017775057,0.010985029,10.132567
0.031077541,0.03426948,0.030304275,0.009749187,0.007630164,0.0054629175,0.0052975873,0.004375571,1.3582683
0.042896,0.04650201,0.044551894,0.029328564,0.027527507,0.025945442,0.024705574,0.023056451,1.7094324
0.031919636,0.025081564,0.022967177,0.011915577,0.010051104,0.0076270313,0.0061538545,0.0037261092,5.154651
0.026983026,0.027586207,0.038041405,0.015278368,0.011954984,0.006996629,0.006749474,0.0022780972,2.3648083
0.027631413,0.025771087,0.031536557,0.013984955,0.011389445,0.006345426,0.0059650834,0.00252489,5.0788345
0.037726924,0.044209175,0.060018767,0.033785872,0.02639899,0.012422435,0.012595121,0.007004332,8.645705
0.024227584,0.023832401,0.030194238,0.01699433,0.01697839,0.016520977,0.017315524,0.016654791,6.694753
0.020570042,0.027419329,0.025083054,0.012961657,0.01144959,0.010512662,0.009766525,0.00910217,2.3465157
0.025128199,0.031908743,0.030646004,0.016805246,0.015590797,0.015172554,0.01525189,0.013946142,2.0059738
0.04924053,0.056255385,0.05718253,0.023857675,0.019479886,0.012734164,0.009621782,0.008424636,3.8926208
0.027159177,0.021627706,0.017367857,0.008875502,0.007186991,0.0052078064,0.003247688,0.001146923,3.4612339
0.031364683,0.030622311,0.037567697,0.02153456,0.02089041,0.02073181,0.021378301,0.021392707,5.6188445
0.04294891,0.04656016,0.060267493,0.036123715,0.030259384,0.01326248,0.012527446,0.005648907,9.496319
0.027893929,0.026077557,0.023689905,0.015810374,0.013734677,0.011344954,0.009006735,0.005918754,4.5047193
0.03167856,0.029718429,0.028404234,0.023211077,0.023380047,0.024058355,0.023616146,0.0239215,0.9357523
0.05302376,0.047895797,0.040625755,0.01954375,0.016899897,0.013591321,0.012475859,0.009688338,1.3855134
0.062785454,0.058094013,0.04813338,0.024804693,0.020956455,0.018050084,0.01698761,0.0130291805,1.1206682
0.045970485,0.052736804,0.06947398,0.053158894,0.05277103,0.025990644,0.024847485,0.0131414505,24.072191
0.053258408,0.05681339,0.0668653,0.051793925,0.043627467,0.018167969,0.015849806,0.0076771267,16.886465
0.044158034,0.049642358,0.04829262,0.016616732,0.010266609,0.0065907203,0.006046903,0.0045753275,2.214641
0.04667114,0.045177065,0.039746832,0.015214804,0.012165512,0.009382695,0.009324525,0.008431583,1.6817865
0.040123366,0.04966773,0.04389034,0.013387288,0.006614336,0.0034813765,0.0032828648,0.0021613268,1.3886169
0.035234254,0.03950594,0.03687416,0.027831757,0.023692738,0.02412808,0.024110708,0.024748817,2.262163
0.03241774,0.03389438,0.047896367,0.025615973,0.024924181,0.009685648,0.007987801,0.0023432863,23.42027
0.03908747,0.04719869,0.06351902,0.034023356,0.027489202,0.012638918,0.01177363,0.0052745757,5.755766
0.03429052,0.044392973,0.0663866,0.037040338,0.031693317,0.010852394,0.009870264,0.003664155,10.160028
0.034931127,0.044127576,0.058339342,0.027502913,0.02196679,0.0108780945,0.010777681,0.008027329,6.1438437
0.028149916,0.022627205,0.018061157,0.008985863,0.00720434,0.0051178727,0.003150519,0.00084812293,4.175237
0.031346973,0.0430611,0.05417118,0.02357902,0.017930392,0.009546973,0.009854897,0.008762012,4.2425776
0.02866509,0.03010988,0.030545762,0.019347452,0.017335866,0.016278645,0.016153662,0.017244717,2.4753587
0.04844924,0.04400391,0.037906934,0.017981527,0.015007094,0.012518215,0.011550508,0.008355777,1.6038936
0.049074095,0.06654947,0.08899384,0.05696798,0.047642246,0.018901043,0.018712053,0.012083226,6.343374
0.048482433,0.051187433,0.04796156,0.01737308,0.012416453,0.008945082,0.0060583754,0.004092823,1.696471
0.03285196,0.03148464,0.024959685,0.0097603565,0.00686865,0.005005101,0.0044784155,0.0011855813,1.3302798
0.028616177,0.026307773,0.032219287,0.01530939,0.012817551,0.0070679425,0.0068765203,0.0025532157,7.896587
0.023176542,0.022962585,0.020596728,0.016172051,0.016485067,0.017697068,0.018672112,0.018503554,0.78725225
0.026592031,0.027078053,0.020632867,0.0076638674,0.0063979453,0.004748668,0.0054369564,0.004856643,1.2332355
