rhos_443,rhos_492,rhos_560,rhos_665,rhos_704,rhos_740,rhos_783,rhos_833,rhos_865,rhos_1614,rhos_2202,geometry,lev1_name,lev2_name,lev3_name
0.01831852,0.025908489,0.036235962,0.010861365,0.0063719945,0.009089125,0.012441132,0.017479694,0.010512505,0.0060471413,0.0045587406,POINT (327424.98253656004 6919134.81437227),SEDIMENT,SAND,SAND
0.01831852,0.023986954,0.032090914,0.0056924294,0.0063719945,0.009089125,0.012441132,0.013286434,0.010512505,0.0060471413,0.0045587406,POINT (327424.9960320612 6919125.02245993),SEDIMENT,SAND,SAND
0.01831852,0.020012463,0.027690975,0.0052328035,0.0056833033,0.011900246,0.013089737,0.011699427,0.010722965,0.0048669786,0.004216027,POINT (327424.98760815884 6919114.80597462),ALGAE,BROWN,
0.01831852,0.019371003,0.022531942,0.0041985563,0.0056833033,0.011900246,0.013089737,0.0112459585,0.010722965,0.0048669786,0.004216027,POINT (327425.00111062336 6919105.014062381),ALGAE,BROWN,SACLA
0.01831852,0.01423512,0.01875374,0.002589452,0.003387284,0.0061647226,0.0075753992,0.011019218,0.009670628,0.0057252836,0.0028451416,POINT (327424.99269385217 6919094.797577171),SEDIMENT,SAND,SAND
0.01831852,0.012178686,0.012450538,0.0023595525,0.003387284,0.0061647226,0.0075753992,0.010792475,0.009670628,0.0057252836,0.0028451416,POINT (327425.00620327995 6919085.00566503),ALGAE,BROWN,
0.016371347,0.010379967,0.00954941,0.0028198373,0.006028058,0.00706496,0.0070349053,0.008525033,0.009039392,0.0022919455,0.00090300245,POINT (327424.9977936401 6919074.789179925),ALGAE,BROWN,
0.019846912,0.017315937,0.031587347,0.018550625,0.06198183,0.11714222,0.14344944,0.12982842,0.12972993,0.02738736,0.016208969,POINT (327435.00081926084 6919175.164765391),ROCK,COBBLE,COBBLE
0.019846912,0.017315937,0.036486167,0.016944425,0.06198183,0.11714222,0.14344944,0.12252739,0.12972993,0.02738736,0.016208969,POINT (327434.9924079331 6919164.94828023),ALGAE,BROWN,ASCNO
0.019846912,0.015389734,0.02718696,0.010516388,0.033647448,0.05956911,0.05775278,0.06904269,0.058096923,0.01301959,0.0077571976,POINT (327435.0059221235 6919155.156368191),ALGAE,BROWN,ASCNO
0.019846912,0.020010868,0.03183868,0.009597672,0.033647448,0.05956911,0.05775278,0.02325705,0.058096923,0.01301959,0.0077571976,POINT (327434.99751792697 6919144.939883134),ALGAE,BROWN,
0.01831852,0.025396185,0.036110405,0.008564478,0.0063719945,0.009089125,0.012441132,0.012833025,0.010512505,0.0060471413,0.0045587406,POINT (327435.0110390807 6919135.147971196),ALGAE,BROWN,
0.01831852,0.022320772,0.028822754,0.0055775275,0.0063719945,0.009089125,0.012441132,0.01113259,0.010512505,0.0060471413,0.0045587406,POINT (327435.00264201546 6919124.931486241),SEDIMENT,SAND,SAND
0.01831852,0.016932374,0.02655895,0.0053477148,0.0056833033,0.011900246,0.013089737,0.011926156,0.010722965,0.0048669786,0.004216027,POINT (327435.01617013244 6919115.139574403),ALGAE,BROWN,
0.01831852,0.018857745,0.021020997,0.0040836306,0.0056833033,0.011900246,0.013089737,0.009998837,0.010722965,0.0048669786,0.004216027,POINT (327435.0077801983 6919104.923089547),ALGAE,BROWN,SACLA
0.01831852,0.018087726,0.019383637,0.0028193449,0.003387284,0.0061647226,0.0075753992,0.00920515,0.009670628,0.0057252836,0.0028451416,POINT (327434.9966615091 6919095.132450723),ALGAE,BROWN,
0.01831852,0.013721121,0.013585688,0.0018997375,0.003387284,0.0061647226,0.0075753992,0.008184618,0.009670628,0.0057252836,0.0028451416,POINT (327434.9882786308 6919084.915965969),ALGAE,BROWN,
0.016371347,0.013722743,0.012703759,0.002015186,0.006028058,0.00706496,0.0070349053,0.007391043,0.009039392,0.0022919455,0.00090300245,POINT (327435.001820602 6919075.1240543295),ALGAE,BROWN,
0.016371347,0.011923169,0.012073044,0.001900231,0.006028058,0.00706496,0.0070349053,0.008184847,0.009039392,0.0022919455,0.00090300245,POINT (327434.993444855 6919064.9075696785),ALGAE,BROWN,
0.019846912,0.016417168,0.03347206,0.01797702,0.058444906,0.103559814,0.1182057,0.13622732,0.10248169,0.020633426,0.012211761,POINT (327445.00727810874 6919175.073819532),ALGAE,BROWN,ASCNO
0.019846912,0.017957779,0.036109503,0.015567426,0.058444906,0.103559814,0.1182057,0.13263535,0.10248169,0.020633426,0.012211761,POINT (327444.9988972259 6919164.857334776),ALGAE,BROWN,ASCNO
0.019846912,0.013205434,0.024670765,0.0106312195,0.021165796,0.04142541,0.048274033,0.06791421,0.044353712,0.0105526205,0.0052441186,POINT (327445.0124405925 6919155.065423192),ALGAE,BROWN,ASCNO
0.019846912,0.019241096,0.02957622,0.007874794,0.021165796,0.04142541,0.048274033,0.018612543,0.044353712,0.0105526205,0.0052441186,POINT (327445.00406684086 6919144.84893854),ALGAE,BROWN,
0.01831852,0.02296171,0.031588256,0.006152029,0.006601547,0.0093140425,0.012008708,0.012266239,0.011669996,0.0055107097,0.0035305913,POINT (327444.9929636967 6919135.0582999),ALGAE,BROWN,
0.01831852,0.02219257,0.02718788,0.004543321,0.006601547,0.0093140425,0.012008708,0.009091763,0.011669996,0.0055107097,0.0035305913,POINT (327444.98459700093 6919124.841815348),ALGAE,BROWN,SACLA
0.01831852,0.019114379,0.024797518,0.0037388438,0.004535367,0.008864203,0.009846339,0.010792475,0.011143876,0.004652396,0.0026166553,POINT (327444.9981542217 6919115.04990396),ALGAE,BROWN,
0.01831852,0.018729417,0.022657832,0.003394044,0.004535367,0.008864203,0.009846339,0.008978372,0.011143876,0.004652396,0.0026166553,POINT (327444.98979465704 6919104.83341951),SEDIMENT,SAND,SAND
0.01831852,0.016161945,0.019509608,0.0022446024,0.0036169128,0.007289592,0.0099544665,0.009318536,0.009565392,0.004008641,0.0012457076,POINT (327445.0033588409 6919095.041508225),ALGAE,BROWN,
0.01831852,0.013207047,0.014342315,0.0017847787,0.0036169128,0.007289592,0.0099544665,0.008184618,0.009565392,0.004008641,0.0012457076,POINT (327444.99500640726 6919084.825023873),ALGAE,BROWN,
0.016371347,0.012694533,0.012956021,0.003049721,0.0039617484,0.008414667,0.009089683,0.008411639,0.0075659133,0.004652463,0.0021597187,POINT (327445.0085775544 6919075.033112686),ALGAE,BROWN,
0.016371347,0.011408846,0.011568414,0.0025899448,0.0039617484,0.008414667,0.009089683,0.008298245,0.0075659133,0.004652463,0.0021597187,POINT (327445.000232252 6919064.816628439),ALGAE,BROWN,
0.016371347,0.012180312,0.009801828,0.001900231,0.0024691175,0.0045900266,0.008765269,0.007391043,0.008723659,0.0027211478,0.0010172514,POINT (327444.989156298 6919055.02599019),ALGAE,BROWN,
0.016371347,0.010765824,0.0096756155,0.0021301415,0.0024691175,0.0045900266,0.008765269,0.0065971897,0.008723659,0.0027211478,0.0010172514,POINT (327444.9808180513 6919044.809506041),ALGAE,BROWN,
0.016371347,0.012565982,0.012829892,0.000980516,0.0028135919,0.0047025355,0.0073593673,0.0063703666,0.0076711676,0.001862736,0.00090300245,POINT (327444.9944030525 6919035.017595053),ALGAE,BROWN,
0.016371347,0.011280249,0.011063735,0.0010954865,0.0028135919,0.0047025355,0.0073593673,0.005916704,0.0076711676,0.001862736,0.00090300245,POINT (327444.98607193696 6919024.801111008),SEDIMENT,SAND,SAND
0.014004442,0.0102529535,0.011695522,0.0009810125,0.001780534,0.005602906,0.006818864,0.0069376486,0.0067240573,0.0022920128,0.0012457875,POINT (327444.99966390134 6919015.009200118),SEDIMENT,SAND,SAND
0.014004442,0.011667643,0.013713687,0.0019007263,0.001780534,0.005602906,0.006818864,0.0050095594,0.0067240573,0.0022920128,0.0012457875,POINT (327444.99133991695 6919004.792716176),SEDIMENT,SAND,SAND
0.014004442,0.013467323,0.012326287,0.0019007263,0.001780534,0.0050403927,0.006602547,0.0052364115,0.005460868,0.0018628034,0.0010172913,POINT (327445.00493884436 6918995.000805385),SEDIMENT,SAND,SAND
0.014004442,0.012696147,0.013587572,0.0010959827,0.001780534,0.0050403927,0.006602547,0.0053498335,0.005460868,0.0018628034,0.0010172913,POINT (327445.01854121167 6918985.208894646),SEDIMENT,SAND,SAND
0.019846912,0.01654558,0.031964343,0.015452667,0.058444906,0.103559814,0.1182057,0.118594304,0.10248169,0.020633426,0.012211761,POINT (327454.9890823589 6919174.984176403),ROCK,COBBLE,COBBLE
0.019846912,0.017059164,0.031336002,0.013731061,0.058444906,0.103559814,0.1182057,0.107799925,0.10248169,0.020633426,0.012211761,POINT (327455.0026513059 6919165.192265222),ROCK,BOULDER,BOULDER
0.019846912,0.013076902,0.02441907,0.00971252,0.021165796,0.04142541,0.048274033,0.052895684,0.044353712,0.0105526205,0.0052441186,POINT (327454.99430431606 6919154.97578092),ROCK,BOULDER,BOULDER
0.019846912,0.020780474,0.030707572,0.0064962185,0.021165796,0.04142541,0.048274033,0.01521302,0.044353712,0.0105526205,0.0052441186,POINT (327455.00788022624 6919145.183869837),ALGAE,BROWN,
0.01831852,0.020397285,0.030079987,0.0052328035,0.006601547,0.0093140425,0.012008708,0.012152878,0.011669996,0.0055107097,0.0035305913,POINT (327454.99954036745 6919134.967385638),SEDIMENT,SAND,SAND
0.01831852,0.020653818,0.025929933,0.005462624,0.006601547,0.0093140425,0.012008708,0.009885457,0.011669996,0.0055107097,0.0035305913,POINT (327455.0131232407 6919125.175474654),SEDIMENT,SAND,SAND
0.01831852,0.018986069,0.023790723,0.0032791088,0.004535367,0.008864203,0.009846339,0.008298016,0.011143876,0.004652396,0.0026166553,POINT (327455.00479051314 6919114.958990556),ALGAE,BROWN,SACLA
0.01831852,0.017702652,0.023287252,0.002934289,0.004535367,0.008864203,0.009846339,0.008298016,0.011143876,0.004652396,0.0026166553,POINT (327455.0183803496 6919105.167079672),ALGAE,BROWN,
0.01831852,0.01590509,0.019005714,0.0021296483,0.0036169128,0.007289592,0.0099544665,0.0070505966,0.009565392,0.004008641,0.0012457076,POINT (327454.9854009844 6919094.951868445),ALGAE,BROWN,
0.01831852,0.013592606,0.014594497,0.0016698181,0.0036169128,0.007289592,0.0099544665,0.0070505966,0.009565392,0.004008641,0.0012457076,POINT (327454.99899771163 6919085.159957657),ALGAE,BROWN,
0.016371347,0.012823079,0.012199192,0.0022450953,0.0039617484,0.008414667,0.009089683,0.0080714505,0.0075659133,0.004652463,0.0021597187,POINT (327454.99067917094 6919074.943473762),ALGAE,BROWN,
0.016371347,0.012437427,0.011442251,0.0008655459,0.0039617484,0.008414667,0.009089683,0.0080714505,0.0075659133,0.004652463,0.0021597187,POINT (327455.00428286137 6919065.151563077),ALGAE,BROWN,
0.016371347,0.011666026,0.010432819,0.0016703117,0.0024691175,0.0045900266,0.008765269,0.0067106024,0.008723659,0.0027211478,0.0010172514,POINT (327454.9959714517 6919054.935079284),ALGAE,BROWN,
0.016371347,0.009865412,0.011316083,0.0023600454,0.0024691175,0.0045900266,0.008765269,0.005916704,0.008723659,0.0027211478,0.0010172514,POINT (327455.0095821053 6919045.143168698),ALGAE,BROWN,
0.016371347,0.012951612,0.013964957,0.00063559663,0.0028135919,0.0047025355,0.0073593673,0.00603012,0.0076711676,0.001862736,0.00090300245,POINT (327455.0012778266 6919034.926685006),ALGAE,BROWN,
0.016371347,0.011923169,0.012956021,0.000980516,0.0028135919,0.0047025355,0.0073593673,0.00523618,0.0076711676,0.001862736,0.00090300245,POINT (327455.01489544334 6919025.134774519),SEDIMENT,SAND,SAND
0.014004442,0.0102529535,0.012704703,0.0009810125,0.001780534,0.005602906,0.006818864,0.00625718,0.0067240573,0.0022920128,0.0012457875,POINT (327455.0065982959 6919014.91829093),SEDIMENT,SAND,SAND
0.014004442,0.012310492,0.013209216,0.0012109515,0.001780534,0.005602906,0.006818864,0.0060303505,0.0067240573,0.0022920128,0.0012457875,POINT (327454.99556844414 6919005.1276533),SEDIMENT,SAND,SAND
0.014004442,0.012696147,0.013461457,0.0010959827,0.001780534,0.0050403927,0.006602547,0.005576677,0.005460868,0.0018628034,0.0010172913,POINT (327454.9872783522 6918994.911169811),SEDIMENT,SAND,SAND
0.014004442,0.015009202,0.013083097,0.0012109515,0.001780534,0.0050403927,0.006602547,0.004896134,0.005460868,0.0018628034,0.0010172913,POINT (327455.00090982293 6918985.11925952),SEDIMENT,SAND,SAND
0.019846912,0.015261279,0.033346437,0.015567426,0.045769017,0.08817387,0.09354864,0.12466199,0.0901442,0.018167233,0.0079856515,POINT (327464.9955383682 6919174.893290379),ALGAE,BROWN,ASCNO
0.019846912,0.014747428,0.026683822,0.01177945,0.045769017,0.08817387,0.09354864,0.08911244,0.0901442,0.018167233,0.0079856515,POINT (327465.00913649116 6919165.101379648),ALGAE,BROWN,ASCNO
0.019846912,0.018727819,0.027061181,0.008793706,0.013026251,0.02066558,0.023354055,0.033898897,0.023554577,0.008299952,0.003987511,POINT (327465.0008199463 6919154.884895753),ALGAE,BROWN,
0.019846912,0.02372908,0.029073307,0.007874794,0.013026251,0.02066558,0.023354055,0.01385295,0.023554577,0.008299952,0.003987511,POINT (327465.0144250325 6919145.092985122),ALGAE,BROWN,
0.01831852,0.016161945,0.024419991,0.0053477148,0.003961344,0.008301868,0.010927574,0.011359328,0.010828192,0.004652396,0.0030736267,POINT (327464.98146214546 6919134.877774026),ALGAE,BROWN,
0.01831852,0.019499298,0.023161367,0.0052328035,0.003961344,0.008301868,0.010927574,0.010905847,0.010828192,0.004652396,0.0030736267,POINT (327464.99507412256 6919125.085863494),SEDIMENT,SAND,SAND
0.01831852,0.019242693,0.024671687,0.0041985563,0.0036169128,0.007514552,0.008007993,0.009318536,0.010617734,0.0035794622,0.0017026962,POINT (327464.98677176423 6919114.8693798),ALGAE,BROWN,SACLA
0.01831852,0.018087726,0.023413124,0.0041985563,0.0036169128,0.007514552,0.008007993,0.009431922,0.010617734,0.0035794622,0.0017026962,POINT (327465.0003907045 6919105.0774693675),SEDIMENT,SAND,SAND
0.01831852,0.01731754,0.020139404,0.0024745031,0.003387284,0.0070646293,0.010495093,0.008638197,0.009354914,0.0037940529,0.00044596326,POINT (327464.99209547736 6919094.860985777),SEDIMENT,SAND,SAND
0.01831852,0.01590509,0.015729172,0.002934289,0.003387284,0.0070646293,0.010495093,0.009545308,0.009354914,0.0037940529,0.00044596326,POINT (327465.0057213805 6919085.069075443),ALGAE,BROWN,
0.016371347,0.014365221,0.013208272,0.0024749958,0.00212463,0.006727505,0.007900121,0.0065971897,0.008513166,0.002935746,0.0022739628,POINT (327464.99743328453 6919074.852591954),ALGAE,BROWN,
0.016371347,0.012437427,0.012829892,6.0696464e-05,0.00212463,0.006727505,0.007900121,0.0076178513,0.008513166,0.002935746,0.0022739628,POINT (327465.01106615074 6919065.06068172),ALGAE,BROWN,
0.016371347,0.012951612,0.01245148,0.0017852722,0.002928415,0.0059400643,0.006710432,0.007164234,0.008513166,0.0023992474,0.0022739628,POINT (327465.0027851858 6919054.844198333),SEDIMENT,SAND,SAND
0.016371347,0.013208671,0.011189913,0.0010954865,0.002928415,0.0059400643,0.006710432,0.0065971897,0.008513166,0.0023992474,0.0022739628,POINT (327464.9917708793 6919045.0535608865),SEDIMENT,SAND,SAND
0.016371347,0.01179459,0.01081138,0.0021301415,0.0028135919,0.005602572,0.0072512142,0.0063703666,0.007250147,0.0025065478,0.00067450403,POINT (327464.9834969698 6919034.8370776),SEDIMENT,SAND,SAND
0.016371347,0.010508587,0.012703759,0.0024749958,0.0028135919,0.005602572,0.0072512142,0.0062569496,0.007250147,0.0025065478,0.00067450403,POINT (327464.99714369007 6919025.045167563),SEDIMENT,SAND,SAND
0.014004442,0.012696147,0.013587572,0.0014408816,0.0023546966,0.0051529002,0.0058453996,0.005463255,0.0061977403,0.002506615,0.00044604376,POINT (327464.98887691175 6919014.82868438),SEDIMENT,SAND,SAND
0.014004442,0.0141098555,0.013461457,0.0014408816,0.0023546966,0.0051529002,0.0058453996,0.0052364115,0.0061977403,0.002506615,0.00044604376,POINT (327465.00253059494 6919005.036774445),SEDIMENT,SAND,SAND
0.014004442,0.0125675965,0.01333534,0.0019007263,0.0024695236,0.0045903614,0.0049800263,0.0052364115,0.0060924767,0.0017554995,0.0011315396,POINT (327464.99427094765 6918994.82029136),SEDIMENT,SAND,SAND
0.019846912,0.016288752,0.031084633,0.015223144,0.045769017,0.08817387,0.09354864,0.104874834,0.0901442,0.018167233,0.0079856515,POINT (327475.00199295755 6919174.802434307),ALGAE,BROWN,ASCNO
0.019846912,0.015903484,0.025048273,0.00971252,0.045769017,0.08817387,0.09354864,0.05662378,0.0901442,0.018167233,0.0079856515,POINT (327474.9909670069 6919165.011796654),ALGAE,BROWN,
0.019846912,0.020908719,0.027941585,0.00810453,0.013026251,0.02066558,0.023354055,0.018952442,0.023554577,0.008299952,0.003987511,POINT (327474.9826808317 6919154.795313164),ANGIO,ANGIO,ZOSMA
0.019846912,0.021806361,0.028821835,0.0076450477,0.013026251,0.02066558,0.023354055,0.011925929,0.023554577,0.008299952,0.003987511,POINT (327474.99631502153 6919145.003402986),SEDIMENT,SAND,SAND
0.01831852,0.018986069,0.024294145,0.0059222328,0.003961344,0.008301868,0.010927574,0.010792475,0.010828192,0.004652396,0.0030736267,POINT (327475.0099526512 6919135.211492857),SEDIMENT,SAND,SAND
0.01831852,0.018472757,0.024168294,0.0052328035,0.003961344,0.008301868,0.010927574,0.009431922,0.010828192,0.004652396,0.0030736267,POINT (327475.00167713023 6919124.995009516),ALGAE,BROWN,
0.01831852,0.020140745,0.024294145,0.0040836306,0.0036169128,0.007514552,0.008007993,0.00875159,0.010617734,0.0035794622,0.0017026962,POINT (327475.01532172295 6919115.203099488),SEDIMENT,SAND,SAND
0.01831852,0.019884177,0.022657832,0.0027043973,0.0036169128,0.007514552,0.008007993,0.00875159,0.010617734,0.0035794622,0.0017026962,POINT (327475.007053333 6919104.98661625),SEDIMENT,SAND,SAND
0.01831852,0.016290355,0.019509608,0.0032791088,0.003387284,0.0070646293,0.010495093,0.008184618,0.009354914,0.0037940529,0.00044596326,POINT (327475.0207048887 6919095.194706318),SEDIMENT,SAND,SAND
0.01831852,0.014363602,0.015729172,0.0024745031,0.003387284,0.0070646293,0.010495093,0.0077310232,0.009354914,0.0037940529,0.00044596326,POINT (327474.98778978956 6919084.979495803),ALGAE,BROWN,
0.016371347,0.013979756,0.014217157,0.000980516,0.00212463,0.006727505,0.007900121,0.0062569496,0.008513166,0.002935746,0.0022739628,POINT (327475.00144823606 6919075.187585969),ALGAE,BROWN,
0.016371347,0.012694533,0.013964957,0.0015553515,0.00212463,0.006727505,0.007900121,0.006824011,0.008513166,0.002935746,0.0022739628,POINT (327474.9931940327 6919064.971102934),ALGAE,BROWN,
0.016371347,0.013337198,0.013208272,0.002015186,0.002928415,0.0059400643,0.006710432,0.007164234,0.008513166,0.0023992474,0.0022739628,POINT (327475.0068594422 6919055.1791932015),SEDIMENT,SAND,SAND
0.016371347,0.012823079,0.012703759,0.0012104552,0.002928415,0.0059400643,0.006710432,0.007277639,0.008513166,0.0023992474,0.0022739628,POINT (327474.99861236976 6919044.962710268),ALGAE,BROWN,
0.016371347,0.010508587,0.011568414,0.0022450953,0.0028135919,0.005602572,0.0072512142,0.0063703666,0.007250147,0.0025065478,0.00067450403,POINT (327475.01228474255 6919035.1708006365),ALGAE,BROWN,
0.016371347,0.012951612,0.013586628,0.00063559663,0.0028135919,0.005602572,0.0072512142,0.0062569496,0.007250147,0.0025065478,0.00067450403,POINT (327475.004044801 6919024.954317804),SEDIMENT,SAND,SAND
0.014004442,0.0141098555,0.013209216,0.0013259164,0.0023546966,0.0051529002,0.0058453996,0.005690097,0.0061977403,0.002506615,0.00044604376,POINT (327475.01772413665 6919015.162408272),SEDIMENT,SAND,SAND
0.014004442,0.014752263,0.013461457,0.0021306367,0.0023546966,0.0051529002,0.0058453996,0.0052364115,0.0061977403,0.002506615,0.00044604376,POINT (327475.00949132605 6919004.945925542),SEDIMENT,SAND,SAND
0.014004442,0.013467323,0.014092,0.0013259164,0.0024695236,0.0045903614,0.0049800263,0.0052364115,0.0060924767,0.0017554995,0.0011315396,POINT (327474.9985231219 6918995.15528872),SEDIMENT,SAND,SAND
0.014004442,0.013852863,0.013839791,0.0009810125,0.0024695236,0.0045903614,0.0049800263,0.0052364115,0.0060924767,0.0017554995,0.0011315396,POINT (327474.990297367 6918984.9388060905),SEDIMENT,SAND,SAND
0.018738544,0.0133370785,0.021903314,0.011321136,0.019791408,0.0401929,0.051183693,0.06362553,0.04424918,0.015700964,0.0076430505,POINT (327485.0057086913 6919175.137454053),ALGAE,BROWN,ASCNO
0.018738544,0.014879012,0.021651482,0.008105493,0.019791408,0.0401929,0.051183693,0.032767706,0.04424918,0.015700964,0.0076430505,POINT (327484.9974493532 6919164.920970915),ALGAE,BROWN,
0.018738544,0.022194076,0.024924237,0.007875757,0.006716721,0.00998911,0.014387137,0.013966789,0.014090125,0.006154533,0.0017027381,POINT (327485.0111091958 6919155.12906114),ANGIO,ANGIO,ZOSMA
0.018738544,0.019500803,0.02303637,0.006612071,0.006716721,0.00998911,0.014387137,0.012266506,0.014090125,0.006154533,0.0017027381,POINT (327485.0028569888 6919144.912578105),ALGAE,BROWN,SACLA
0.014840872,0.018860858,0.022785516,0.00557849,0.0049953596,0.008639942,0.009198116,0.0116999205,0.010618182,0.0040088156,0.0022740047,POINT (327485.01652379433 6919135.120668426),SEDIMENT,SAND,SAND
0.014840872,0.018732531,0.02265963,0.0039696647,0.0049953596,0.008639942,0.009198116,0.008071716,0.010618182,0.0040088156,0.0022740047,POINT (327484.98362517357 6919124.905458042),ALGAE,BROWN,SACLA
0.014840872,0.019374114,0.024421787,0.005808296,0.0048805643,0.0067278463,0.008765567,0.007958318,0.0094606,0.0039015221,0.003073708,POINT (327484.9972988701 6919115.113548465),SEDIMENT,SAND,SAND
0.014840872,0.017962493,0.022407845,0.0032800727,0.0048805643,0.0067278463,0.008765567,0.0071644993,0.0094606,0.0039015221,0.003073708,POINT (327484.9890608494 6919104.897065628),SEDIMENT,SAND,SAND
0.014840872,0.015266007,0.01799957,0.0032800727,0.003388087,0.006277886,0.009522516,0.0078449175,0.008302918,0.0039015221,0.003644912,POINT (327485.002741509 6919095.105156152),ALGAE,BROWN,
0.014840872,0.012053245,0.015730977,0.0024754677,0.003388087,0.006277886,0.009522516,0.0071644993,0.008302918,0.0039015221,0.003644912,POINT (327484.9945106193 6919084.888673421),SEDIMENT,SAND,SAND
0.01330962,0.01218343,0.01409287,0.0010964541,0.002355094,0.006165729,0.008333275,0.0072781336,0.00735585,0.0026140225,0.0029595043,POINT (327485.00819824176 6919075.096764042),ALGAE,TURF,TURF
0.01330962,0.011797709,0.01333621,0.0023610122,0.002355094,0.006165729,0.008333275,0.0075049424,0.00735585,0.0026140225,0.0029595043,POINT (327484.9999744829 6919064.880281411),SEDIMENT,SAND,SAND
0.01330962,0.010511709,0.012579437,0.002016153,0.0031588583,0.0053782463,0.007684396,0.007731747,0.0072505954,0.002399422,0.0017028173,POINT (327485.01366906834 6919055.088372131),ALGAE,BROWN,
0.01330962,0.010254455,0.012957836,0.002016153,0.0031588583,0.0053782463,0.007684396,0.0068245064,0.0072505954,0.002399422,0.0017028173,POINT (327485.0054524406 6919044.871889604),ALGAE,BROWN,
0.01330962,0.012440545,0.009929849,0.001556319,0.0018957694,0.0053782463,0.006386524,0.005576942,0.0065137786,0.0026140225,0.0009030839,POINT (327484.99449978163 6919035.081252965),ALGAE,BROWN,
0.01330962,0.0125691,0.012327156,0.0009814837,0.0018957694,0.0053782463,0.006386524,0.006370862,0.0065137786,0.0026140225,0.0009030839,POINT (327484.98629020946 6919024.864770539),ALGAE,BROWN,
0.0140094,0.012699273,0.013715495,0.0019016933,0.002240672,0.0053785807,0.005413296,0.005236907,0.006303454,0.002292188,0.0014743635,POINT (327484.99999864853 6919015.072861457),SEDIMENT,SAND,SAND
0.0140094,0.014883856,0.014598182,0.0016717744,0.002240672,0.0053785807,0.005413296,0.0053503294,0.006303454,0.002292188,0.0014743635,POINT (327484.99179620715 6919004.856379133),SEDIMENT,SAND,SAND
0.0140094,0.01295635,0.013841598,0.0008670102,0.0023555001,0.0053785807,0.004439708,0.0051234835,0.0058823926,0.0017556748,0.0011316208,POINT (327485.0055116092 6918995.06447015),SEDIMENT,SAND,SAND
0.0140094,0.01398449,0.012454234,0.0009819801,0.0023555001,0.0053785807,0.004439708,0.005236907,0.0058823926,0.0017556748,0.0011316208,POINT (327484.9973162988 6918984.847987927),SEDIMENT,SAND,SAND
0.018738544,0.015906593,0.021399645,0.009483784,0.019791408,0.0401929,0.051183693,0.05165321,0.04424918,0.015700964,0.0076430505,POINT (327495.0121591729 6919175.046657862),ALGAE,BROWN,
